"Date","Commodity","Variant","Price (PHP)","Created At","Updated At"
"2026-03-28","Bell Pepper","Green, Local Medium (151-250gm/pc)","328.08","2026-04-11 03:40:16","2026-04-11 03:40:16"
"2026-03-28","Bell Pepper","Red, Local Medium (151-250gm/pc)","327.07","2026-04-11 03:40:16","2026-04-11 03:40:16"
"2026-03-28","Cabbage","Rare Ball, 510 gm - 1 kg/head","69.31","2026-04-11 03:40:16","2026-04-11 03:40:16"
"2026-03-28","Cabbage","Scorpio, 750 gm - 1 kg/head","81.43","2026-04-11 03:40:16","2026-04-11 03:40:16"
"2026-03-28","Cabbage","Wonder Ball, 510 gm - 1 kg/head","68.21","2026-04-11 03:40:16","2026-04-11 03:40:16"
"2026-03-28","Carrots","Local 8-10 pcs/kg","157.88","2026-04-11 03:40:16","2026-04-11 03:40:16"
"2026-03-28","Celery","Medium (501-800 g)","154.14","2026-04-11 03:40:16","2026-04-11 03:40:16"
"2026-03-28","Chayote","Medium (301-400 g)","57.77","2026-04-11 03:40:16","2026-04-11 03:40:16"
"2026-03-28","Habichuelas/Baguio Beans","Habichuelas/Baguio Beans","120.36","2026-04-11 03:40:16","2026-04-11 03:40:16"
"2026-03-28","Pechay Baguio","Pechay Baguio","82.79","2026-04-11 03:40:16","2026-04-11 03:40:16"
"2026-03-28","Lettuce","Green Ice","145.77","2026-04-11 03:40:16","2026-04-11 03:40:16"
"2026-03-26","Chayote","Medium (301-400 g)","58.4","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-26","Habichuelas/Baguio Beans","Habichuelas/Baguio Beans","129.32","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-26","Lettuce","Green Ice","145.92","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-26","Lettuce","Iceberg, Medium (301-450 cm diameter/bunch hd)","200.73","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-26","Lettuce","Romaine","143.67","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-26","White Potato","Local 10-12 pcs/kg","101.26","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-26","Rice","Special Rice White Rice","60.46","2026-04-11 03:40:18","2026-04-11 03:40:18"
"2026-03-26","Rice","Premium, 5% broken","55.29","2026-04-11 03:40:18","2026-04-11 03:40:18"
"2026-03-26","Rice","Well Milled, 1-19% bran streak","49.38","2026-04-11 03:40:18","2026-04-11 03:40:18"
"2026-03-26","Rice","Regular Milled, 20-40% bran streak","42.9","2026-04-11 03:40:18","2026-04-11 03:40:18"
"2026-03-26","Corn","White Cob, Glutinous","84.76","2026-04-11 03:40:18","2026-04-11 03:40:18"
"2026-03-26","Corn","Grits White, Food Grade","120","2026-04-11 03:40:18","2026-04-11 03:40:18"
"2026-03-26","Corn","Grits Yellow, Food Grade","120","2026-04-11 03:40:18","2026-04-11 03:40:18"
"2026-03-26","Corn","Grits, Feed Grade","46.67","2026-04-11 03:40:18","2026-04-11 03:40:18"
"2026-03-26","Ampalaya","4-5 pcs/kg","131.29","2026-04-11 03:40:18","2026-04-11 03:40:18"
"2026-03-26","Chili","Green Siling Haba","95.9","2026-04-11 03:40:18","2026-04-11 03:40:18"
"2026-03-26","Eggplant","3-4 Small Bundles","93.06","2026-04-11 03:40:18","2026-04-11 03:40:18"
"2026-03-26","Pechay","3-4 Small Bundles","74","2026-04-11 03:40:18","2026-04-11 03:40:18"
"2026-03-26","Pole Sitao","3-4 Small Bundles","125.1","2026-04-11 03:40:18","2026-04-11 03:40:18"
"2026-03-26","Squash","Suprema Variety","77.76","2026-04-11 03:40:18","2026-04-11 03:40:18"
"2026-03-26","Tomato","15-18 pcs/kg","62.65","2026-04-11 03:40:18","2026-04-11 03:40:18"
"2026-03-26","Bell Pepper","Green, Local Medium (151-250gm/pc)","338.63","2026-04-11 03:40:18","2026-04-11 03:40:18"
"2026-03-26","Bell Pepper","Red, Local Medium (151-250gm/pc)","341.55","2026-04-11 03:40:18","2026-04-11 03:40:18"
"2026-03-26","Broccoli","Local Medium (8-10 cm diameter/bunch hd)","130","2026-04-11 03:40:18","2026-04-11 03:40:18"
"2026-03-26","Cauliflower","Local Medium (8-10 cm diameter/bunch hd)","134.37","2026-04-11 03:40:18","2026-04-11 03:40:18"
"2026-03-26","Cabbage","Rare Ball, 510 gm - 1 kg/head","67.66","2026-04-11 03:40:18","2026-04-11 03:40:18"
"2026-03-26","Cabbage","Scorpio, 750 gm - 1 kg/head","83.55","2026-04-11 03:40:18","2026-04-11 03:40:18"
"2026-03-26","Cabbage","Wonder Ball, 510 gm - 1 kg/head","67.89","2026-04-11 03:40:18","2026-04-11 03:40:18"
"2026-03-26","Carrots","Local 8-10 pcs/kg","160.48","2026-04-11 03:40:18","2026-04-11 03:40:18"
"2026-03-26","Celery","Medium (501-800 g)","157.47","2026-04-11 03:40:18","2026-04-11 03:40:18"
"2026-03-22","Rice","Special Rice White Rice","59.56","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-22","Rice","Premium, 5% broken","54.73","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-22","Rice","Well Milled, 1-19% bran streak","49.63","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-22","Rice","Regular Milled, 20-40% bran streak","44.22","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-22","Corn","White Cob, Glutinous","80","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-22","Ampalaya","4-5 pcs/kg","138.64","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-22","Chili","Green Siling Haba","101.82","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-22","Eggplant","3-4 Small Bundles","98.18","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-22","Pechay","3-4 Small Bundles","73.64","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-22","Pechay Baguio","Pechay Baguio","80.91","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-22","Pole Sitao","3-4 Small Bundles","140.91","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-22","Squash","Suprema Variety","79.55","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-22","Tomato","15-18 pcs/kg","63.64","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-22","Bell Pepper","Green, Local Medium (151-250gm/pc)","320","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-22","Bell Pepper","Red, Local Medium (151-250gm/pc)","297.27","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-22","Broccoli","Local Medium (8-10 cm diameter/bunch hd)","216","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-22","Cauliflower","Local Medium (8-10 cm diameter/bunch hd)","138","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-22","Cabbage","Rare Ball, 510 gm - 1 kg/head","77.14","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-22","Cabbage","Scorpio, 750 gm - 1 kg/head","80","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-22","Cabbage","Wonder Ball, 510 gm - 1 kg/head","70","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-22","Carrots","Local 8-10 pcs/kg","167.27","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-22","Celery","Medium (501-800 g)","165.56","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-22","Chayote","Medium (301-400 g)","65.45","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-22","Habichuelas/Baguio Beans","Habichuelas/Baguio Beans","149.55","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-22","Lettuce","Green Ice","163.75","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-22","Lettuce","Iceberg, Medium (301-450 cm diameter/bunch hd)","215","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-22","Lettuce","Romaine","162","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-22","White Potato","Local 10-12 pcs/kg","109.09","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-20","Pechay Baguio","Pechay Baguio","79.52","2026-04-11 03:40:21","2026-04-11 03:40:21"
"2026-03-17","Rice","Special Rice White Rice","59.61","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-17","Rice","Premium, 5% broken","54.05","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-17","Rice","Well Milled, 1-19% bran streak","47.27","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-17","Rice","Regular Milled, 20-40% bran streak","41.65","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-17","Corn","White Cob, Glutinous","83.16","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-17","Corn","Grits White, Food Grade","120","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-17","Corn","Grits Yellow, Food Grade","120","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-17","Corn","Grits, Feed Grade","46.67","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-17","Ampalaya","4-5 pcs/kg","127.6","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-17","Chili","Green Siling Haba","99.27","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-17","Eggplant","3-4 Small Bundles","87.02","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-17","Pechay","3-4 Small Bundles","73.33","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-17","Pole Sitao","3-4 Small Bundles","133.83","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-17","Squash","Suprema Variety","69.42","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-17","Tomato","15-18 pcs/kg","60.99","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-17","Bell Pepper","Green, Local Medium (151-250gm/pc)","240.81","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-17","Bell Pepper","Red, Local Medium (151-250gm/pc)","235.04","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-17","Broccoli","Local Medium (8-10 cm diameter/bunch hd)","136.25","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-17","Cauliflower","Local Medium (8-10 cm diameter/bunch hd)","122.39","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-17","Cabbage","Rare Ball, 510 gm - 1 kg/head","72.8","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-17","Cabbage","Scorpio, 750 gm - 1 kg/head","82.33","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-17","Cabbage","Wonder Ball, 510 gm - 1 kg/head","70.18","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-17","Carrots","Local 8-10 pcs/kg","162.21","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-17","Celery","Medium (501-800 g)","158.85","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-17","Chayote","Medium (301-400 g)","57.53","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-17","Habichuelas/Baguio Beans","Habichuelas/Baguio Beans","131.83","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-17","Pechay Baguio","Pechay Baguio","78.19","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-17","Lettuce","Green Ice","148.61","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-17","Lettuce","Iceberg, Medium (301-450 cm diameter/bunch hd)","193.66","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-17","Lettuce","Romaine","149.29","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-13","Rice","Special Rice White Rice","59.55","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-13","Rice","Premium, 5% broken","53.5","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-13","Rice","Well Milled, 1-19% bran streak","46.45","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-13","Rice","Regular Milled, 20-40% bran streak","41.28","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-13","Corn","White Cob, Glutinous","76.67","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-13","Corn","Grits White, Food Grade","120","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-13","Corn","Grits Yellow, Food Grade","120","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-13","Corn","Grits, Feed Grade","46.67","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-13","Ampalaya","4-5 pcs/kg","121.94","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-13","Chili","Green Siling Haba","96.23","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-13","Eggplant","3-4 Small Bundles","74.8","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-13","Pechay","3-4 Small Bundles","71.72","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-13","Pole Sitao","3-4 Small Bundles","128.49","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-13","Tomato","15-18 pcs/kg","58.4","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-13","Bell Pepper","Green, Local Medium (151-250gm/pc)","233.61","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-13","Bell Pepper","Red, Local Medium (151-250gm/pc)","230.56","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-13","Broccoli","Local Medium (8-10 cm diameter/bunch hd)","144.67","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-13","Cauliflower","Local Medium (8-10 cm diameter/bunch hd)","114.92","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-13","Cabbage","Rare Ball, 510 gm - 1 kg/head","71.08","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-13","Cabbage","Scorpio, 750 gm - 1 kg/head","78.5","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-13","Cabbage","Wonder Ball, 510 gm - 1 kg/head","69.31","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-13","Carrots","Local 8-10 pcs/kg","160.34","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-13","Celery","Medium (501-800 g)","154.33","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-13","Chayote","Medium (301-400 g)","53.23","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-13","Habichuelas/Baguio Beans","Habichuelas/Baguio Beans","115.59","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-13","Lettuce","Green Ice","145.56","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-13","Lettuce","Iceberg, Medium (301-450 cm diameter/bunch hd)","191.54","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-13","Lettuce","Romaine","143.05","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-13","White Potato","Local 10-12 pcs/kg","102.79","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-12","Rice","Premium, 5% broken","53.31","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-12","Rice","Well Milled, 1-19% bran streak","46.05","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-12","Rice","Regular Milled, 20-40% bran streak","41","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-12","Corn","White Cob, Glutinous","78.13","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-12","Corn","Grits White, Food Grade","120","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-12","Corn","Grits Yellow, Food Grade","120","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-12","Corn","Grits, Feed Grade","46.67","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-12","Ampalaya","4-5 pcs/kg","122.46","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-12","Eggplant","3-4 Small Bundles","74.93","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-12","Pechay","3-4 Small Bundles","71.03","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-12","Pole Sitao","3-4 Small Bundles","126.33","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-12","Squash","Suprema Variety","61.95","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-12","Tomato","15-18 pcs/kg","58.94","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-12","Bell Pepper","Green, Local Medium (151-250gm/pc)","235.32","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-12","Bell Pepper","Red, Local Medium (151-250gm/pc)","230.23","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-12","Broccoli","Local Medium (8-10 cm diameter/bunch hd)","146.43","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-12","Cauliflower","Local Medium (8-10 cm diameter/bunch hd)","114.21","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-12","Cabbage","Rare Ball, 510 gm - 1 kg/head","72.21","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-12","Cabbage","Scorpio, 750 gm - 1 kg/head","78.97","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-12","Cabbage","Wonder Ball, 510 gm - 1 kg/head","70.59","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-12","Carrots","Local 8-10 pcs/kg","152.92","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-12","Celery","Medium (501-800 g)","154.67","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-12","Chayote","Medium (301-400 g)","52.81","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-12","Habichuelas/Baguio Beans","Habichuelas/Baguio Beans","114.45","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-12","Pechay Baguio","Pechay Baguio","77.43","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-12","Lettuce","Green Ice","147.23","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-12","Lettuce","Iceberg, Medium (301-450 cm diameter/bunch hd)","192.5","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-12","Lettuce","Romaine","145.45","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-12","White Potato","Local 10-12 pcs/kg","103.43","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-11","Ampalaya","4-5 pcs/kg","121.42","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-11","Eggplant","3-4 Small Bundles","74.05","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-11","Pechay","3-4 Small Bundles","70.59","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-11","Pechay Baguio","Pechay Baguio","75.92","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-11","Pole Sitao","3-4 Small Bundles","123.96","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-11","Squash","Suprema Variety","62.02","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-11","Tomato","15-18 pcs/kg","58.54","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-11","Carrots","Local 8-10 pcs/kg","146.62","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-11","Celery","Medium (501-800 g)","150.33","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-11","Chayote","Medium (301-400 g)","53.39","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-11","Habichuelas/Baguio Beans","Habichuelas/Baguio Beans","114.56","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-11","Lettuce","Green Ice","140.54","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-11","White Potato","Local 10-12 pcs/kg","101.64","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-10","Ampalaya","4-5 pcs/kg","121.5","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-10","Eggplant","3-4 Small Bundles","73.3","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-10","Pechay","3-4 Small Bundles","71.52","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-10","Pole Sitao","3-4 Small Bundles","124.36","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-10","Squash","Suprema Variety","61.27","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-10","Tomato","15-18 pcs/kg","60.24","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-10","Bell Pepper","Green, Local Medium (151-250gm/pc)","233.18","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-10","Bell Pepper","Red, Local Medium (151-250gm/pc)","231.62","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-10","Broccoli","Local Medium (8-10 cm diameter/bunch hd)","154.71","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-10","Cauliflower","Local Medium (8-10 cm diameter/bunch hd)","114.58","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-10","Cabbage","Rare Ball, 510 gm - 1 kg/head","71.03","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-10","Cabbage","Scorpio, 750 gm - 1 kg/head","77.5","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-10","Cabbage","Wonder Ball, 510 gm - 1 kg/head","70.9","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-10","Carrots","Local 8-10 pcs/kg","139.32","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-10","Celery","Medium (501-800 g)","153.03","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-10","Chayote","Medium (301-400 g)","53.16","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-10","Habichuelas/Baguio Beans","Habichuelas/Baguio Beans","114.86","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-10","Lettuce","Green Ice","146.63","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-10","Lettuce","Iceberg, Medium (301-450 cm diameter/bunch hd)","192.37","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-10","Lettuce","Romaine","146.55","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-10","White Potato","Local 10-12 pcs/kg","102.96","2026-04-11 03:40:19","2026-04-11 03:40:19"
"2026-03-09","Ampalaya","4-5 pcs/kg","122.16","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-09","Eggplant","3-4 Small Bundles","72.66","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-09","Pechay","3-4 Small Bundles","71.44","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-09","Pechay Baguio","Pechay Baguio","77.66","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-09","Pole Sitao","3-4 Small Bundles","126.01","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-09","Squash","Suprema Variety","61.11","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-09","Tomato","15-18 pcs/kg","61.67","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-09","Carrots","Local 8-10 pcs/kg","133.67","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-09","Celery","Medium (501-800 g)","152.55","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-09","Chayote","Medium (301-400 g)","52.7","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-09","Habichuelas/Baguio Beans","Habichuelas/Baguio Beans","115.29","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-09","Lettuce","Green Ice","144.38","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-09","White Potato","Local 10-12 pcs/kg","104.04","2026-04-11 03:40:20","2026-04-11 03:40:20"
"2026-03-08","Corn","White Cob, Glutinous","70","2026-04-11 03:40:21","2026-04-11 03:40:21"
"2026-03-08","Corn","Grits, Feed Grade","50","2026-04-11 03:40:21","2026-04-11 03:40:21"
"2026-03-08","Ampalaya","4-5 pcs/kg","129.09","2026-04-11 03:40:21","2026-04-11 03:40:21"
"2026-03-08","Eggplant","3-4 Small Bundles","76.36","2026-04-11 03:40:21","2026-04-11 03:40:21"
"2026-03-08","Pechay","3-4 Small Bundles","68.18","2026-04-11 03:40:21","2026-04-11 03:40:21"
"2026-03-08","Pole Sitao","3-4 Small Bundles","124.55","2026-04-11 03:40:21","2026-04-11 03:40:21"
"2026-03-08","Squash","Suprema Variety","60","2026-04-11 03:40:21","2026-04-11 03:40:21"
"2026-03-08","Tomato","15-18 pcs/kg","58.64","2026-04-11 03:40:21","2026-04-11 03:40:21"
"2026-03-08","Bell Pepper","Green, Local Medium (151-250gm/pc)","233.33","2026-04-11 03:40:21","2026-04-11 03:40:21"
"2026-03-08","Bell Pepper","Red, Local Medium (151-250gm/pc)","233.64","2026-04-11 03:40:21","2026-04-11 03:40:21"
"2026-03-08","Broccoli","Local Medium (8-10 cm diameter/bunch hd)","160","2026-04-11 03:40:21","2026-04-11 03:40:21"
"2026-03-08","Cauliflower","Local Medium (8-10 cm diameter/bunch hd)","111.25","2026-04-11 03:40:21","2026-04-11 03:40:21"
"2026-03-08","Cabbage","Rare Ball, 510 gm - 1 kg/head","73.13","2026-04-11 03:40:21","2026-04-11 03:40:21"
"2026-03-08","Cabbage","Wonder Ball, 510 gm - 1 kg/head","73.33","2026-04-11 03:40:21","2026-04-11 03:40:21"
"2026-03-08","Carrots","Local 8-10 pcs/kg","132.73","2026-04-11 03:40:21","2026-04-11 03:40:21"
"2026-03-08","Celery","Medium (501-800 g)","172.22","2026-04-11 03:40:21","2026-04-11 03:40:21"
"2026-03-08","Chayote","Medium (301-400 g)","52.73","2026-04-11 03:40:21","2026-04-11 03:40:21"
"2026-03-08","Habichuelas/Baguio Beans","Habichuelas/Baguio Beans","218.18","2026-04-11 03:40:21","2026-04-11 03:40:21"
"2026-03-08","Pechay Baguio","Pechay Baguio","77.73","2026-04-11 03:40:21","2026-04-11 03:40:21"
"2026-03-08","Lettuce","Green Ice","150","2026-04-11 03:40:21","2026-04-11 03:40:21"
"2026-03-08","Lettuce","Iceberg, Medium (301-450 cm diameter/bunch hd)","210","2026-04-11 03:40:21","2026-04-11 03:40:21"
"2026-03-08","Lettuce","Romaine","162.5","2026-04-11 03:40:21","2026-04-11 03:40:21"
"2026-03-08","White Potato","Local 10-12 pcs/kg","104.55","2026-04-11 03:40:21","2026-04-11 03:40:21"
"2026-03-07","Ampalaya","4-5 pcs/kg","125.8","2026-04-11 03:40:21","2026-04-11 03:40:21"
"2026-03-07","Eggplant","3-4 Small Bundles","72.66","2026-04-11 03:40:21","2026-04-11 03:40:21"
"2026-03-07","Pechay Baguio","Pechay Baguio","78.2","2026-04-11 03:40:21","2026-04-11 03:40:21"
"2026-03-07","Lettuce","Green Ice","150.1","2026-04-11 03:40:21","2026-04-11 03:40:21"
"2026-03-07","White Potato","Local 10-12 pcs/kg","105.99","2026-04-11 03:40:21","2026-04-11 03:40:21"
"2026-03-07","Squash","Suprema Variety","61.36","2026-04-11 03:40:21","2026-04-11 03:40:21"
"2026-03-07","Tomato","15-18 pcs/kg","61.86","2026-04-11 03:40:21","2026-04-11 03:40:21"
"2026-03-07","Chayote","Medium (301-400 g)","52.23","2026-04-11 03:40:21","2026-04-11 03:40:21"
"2026-03-07","Carrots","Local 8-10 pcs/kg","130.66","2026-04-11 03:40:21","2026-04-11 03:40:21"
"2026-03-06","Lettuce","Green Ice","154.4","2026-04-11 03:40:20","2026-04-11 03:40:20"
